"govguareatsleep" "govtakecarewhocant" "govhelpneedy" "improveblackpos" "equalOPP" "poortoodep" "richgetricher" "govwasteful" "age" "agesq.01" "black" "bornagain" "blackbornagain" "rel.catholic" "rel.nonchr" "ed.cat1" "ed.cat3" "ed.cat4" "ed.cat5" "income.1" "income.3" "income.4" "income.dk" "parent" "hispanic" "female" "unborn" "womentradrole" "peacethrustrength" "searchterrorists" "bandangerousbooks" "firegayteachers" "xratedOK" "bush" "gore" "novote" "other"
"417" 3 4 3 3 4 3 4 3 19.1836651767574 3.68013009613935 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 4 4 2 3 4 4 3 FALSE TRUE FALSE FALSE
"418" 4 4 3 2 4 2 3 2 17.1836651767574 2.95278348906905 0 1 0 0 0 0 1 0 0 0 1 0 0 0 0 1 1 4 1 4 2 1 2 TRUE FALSE FALSE FALSE
"419" 4 1 4 4 4 2 4 1 -26.8163348232426 7.19115813352253 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 2 1 3 4 4 3 1 FALSE FALSE TRUE FALSE
"420" 2 4 2 4 4 3 2 2 2.18366517675742 0.047683936041830 1 0 0 0 1 0 1 0 0 0 1 0 0 0 0 1 1 4 1 1 3 1 1 FALSE TRUE FALSE FALSE
"421" 3 1 2 4 4 1 1 4 -26.8163348232426 7.19115813352253 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 3 3 4 3 3 3 FALSE FALSE TRUE FALSE
"422" 1 4 1 3 4 2 3 4 36.1836651767574 13.0925762562369 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 1 3 3 2 4 3 3 2 FALSE FALSE FALSE TRUE
"423" 3 2 2 2 3 2 2 2 12.1836651767574 1.48441697139331 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 3 4 3 2 4 4 3 FALSE TRUE FALSE FALSE
"424" 4 2 4 2 3 2 3 1 19.1836651767574 3.68013009613935 0 1 0 0 0 0 0 0 0 1 0 0 0 1 0 0 1 3 1 2 2 2 3 FALSE FALSE TRUE FALSE
"425" 3 1 1 1 3 2 3 2 1.18366517675742 0.0140106325066816 0 0 0 0 0 0 1 0 0 0 0 1 0 1 0 1 3 4 2 1 4 4 3 FALSE TRUE FALSE FALSE
"426" 3 3 1 1 4 2 4 2 12.1836651767574 1.48441697139331 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 4 1 1 1 4 3 TRUE FALSE FALSE FALSE
"427" 3 3 3 2 3 3 2 2 3.18366517675742 0.101357239576978 0 1 0 0 0 0 0 1 0 0 1 0 0 1 0 1 1 3 2 1 1 3 1 TRUE FALSE FALSE FALSE
"428" 3 2 2 2 2 1 2 2 -15.8163348232426 2.50156447240916 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 2 3 1 4 2 3 2 TRUE FALSE FALSE FALSE
"429" 4 4 4 1 4 1 4 4 -5.81633482324258 0.338297507760643 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 4 1 1 1 4 4 FALSE FALSE TRUE FALSE
"430" 3 3 1 1 4 3 4 1 -11.8163348232426 1.39625768654975 1 0 1 0 0 0 0 0 0 1 0 0 0 1 0 0 1 4 3 4 1 4 1 FALSE FALSE TRUE FALSE
"431" 4 4 4 4 4 3 3 3 -1.81633482324258 0.0329907219012367 1 0 0 0 0 0 0 0 1 0 0 1 0 1 0 1 3 4 4 4 3 4 3 FALSE TRUE FALSE FALSE
"432" 3 3 2 4 4 3 3 2 -14.8163348232426 2.19523777594431 1 0 0 0 0 0 0 1 0 0 1 0 0 1 0 1 3 4 3 4 4 4 3 FALSE TRUE FALSE FALSE
"433" 1 2 2 2 4 2 2 3 -17.8163348232426 3.17421786533886 0 0 0 0 1 0 1 0 0 0 0 0 0 1 0 1 1 2 3 3 1 3 1 TRUE FALSE FALSE FALSE
"434" 4 2 4 1 4 1 4 4 3.18366517675742 0.101357239576978 1 0 1 0 0 0 1 0 0 0 0 0 0 0 0 1 1 1 1 1 1 3 4 TRUE FALSE FALSE FALSE
"435" 1 4 2 1 1 3 2 1 -4.81633482324258 0.231970811295792 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 3 4 1 4 3 3 3 FALSE FALSE TRUE FALSE
"436" 4 3 2 1 3 1 4 1 11.1836651767574 1.25074366785816 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 1 2 4 4 3 1 1 2 TRUE FALSE FALSE FALSE
"437" 3 3 3 2 4 1 4 2 39.1836651767574 15.3535961668423 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 1 1 2 1 4 3 3 1 FALSE FALSE TRUE FALSE
"438" 4 1 1 1 4 1 4 1 13.1836651767574 1.73809027492846 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 2 2 4 1 1 1 4 FALSE TRUE FALSE FALSE
"439" 4 4 4 4 4 3 2 3 -19.8163348232426 3.92687125826857 1 0 0 0 0 0 0 1 0 0 1 0 0 0 0 1 3 4 4 4 4 4 3 FALSE TRUE FALSE FALSE
"440" 3 3 3 2 3 3 2 3 -27.8163348232426 7.73748482998738 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 3 3 2 2 2 2 FALSE FALSE TRUE FALSE
"441" 3 2 2 2 3 2 2 3 -26.8163348232426 7.19115813352253 1 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 2 3 3 3 2 3 3 FALSE TRUE FALSE FALSE
"442" 3 3 3 3 4 2 3 2 16.1836651767574 2.61911018553391 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 2 4 2 4 3 4 2 TRUE FALSE FALSE FALSE
"443" 3 2 2 2 3 2 2 3 4.18366517675742 0.175030543112127 0 0 0 0 0 0 0 0 1 0 0 0 1 1 0 0 2 3 2 4 3 3 2 TRUE FALSE FALSE FALSE
"444" 3 2 2 2 3 2 3 3 -5.81633482324258 0.338297507760643 0 0 0 0 0 0 1 0 0 0 1 0 0 1 0 0 3 3 3 3 3 4 3 FALSE TRUE FALSE FALSE
"445" 4 3 3 2 4 2 4 2 -11.8163348232426 1.39625768654975 0 0 0 0 0 0 1 0 0 1 0 0 0 1 0 1 2 4 2 3 4 4 2 FALSE TRUE FALSE FALSE
"446" 3 3 3 2 2 2 3 2 36.1836651767574 13.0925762562369 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 3 3 2 2 3 3 3 FALSE TRUE FALSE FALSE
"447" 3 3 3 1 4 1 2 3 -16.8163348232426 2.82789116887401 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 2 4 1 1 1 4 1 TRUE FALSE FALSE FALSE
"448" 3 3 2 2 3 2 2 3 -7.81633482324258 0.610950900690347 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 4 4 2 4 4 3 2 TRUE FALSE FALSE FALSE
"449" 3 3 2 2 4 1 2 3 -7.81633482324258 0.610950900690347 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 3 4 3 3 1 3 3 TRUE FALSE FALSE FALSE
"450" 1 1 1 1 3 1 2 2 -17.8163348232426 3.17421786533886 0 1 0 0 0 0 0 1 0 0 0 1 0 1 0 1 1 3 2 3 1 3 1 TRUE FALSE FALSE FALSE
"451" 3 3 3 3 4 3 3 2 25.1836651767574 6.34216991735024 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 1 2 3 3 3 2 2 2 FALSE TRUE FALSE FALSE
"452" 4 3 2 4 4 3 4 3 19.1836651767574 3.68013009613935 1 0 1 0 0 0 0 0 1 0 1 0 0 0 0 0 2 4 1 4 2 3 1 FALSE TRUE FALSE FALSE
"453" 3 3 3 2 4 2 4 2 -7.81633482324258 0.610950900690347 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 2 3 2 1 4 4 3 FALSE FALSE TRUE FALSE
"454" 4 4 4 4 4 1 4 3 16.1836651767574 2.61911018553391 1 0 1 0 0 1 0 0 0 1 0 0 0 0 0 1 1 1 1 1 1 2 1 FALSE TRUE FALSE FALSE
"455" 2 3 3 4 4 2 3 2 20.1836651767574 4.0738033996745 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 2 3 2 1 1 1 FALSE TRUE FALSE FALSE
"456" 3 3 3 2 3 2 3 4 -0.816334823242585 0.00666402543638502 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 1 1 3 1 3 1 3 1 TRUE FALSE FALSE FALSE
"457" 3 3 3 2 3 2 3 2 -11.8163348232426 1.39625768654975 0 1 0 0 0 0 0 0 0 1 0 0 0 1 0 1 2 3 2 3 2 3 3 FALSE FALSE TRUE FALSE
"458" 4 1 4 2 4 1 4 2 10.1836651767574 1.03707036432302 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 1 1 1 1 1 3 4 FALSE TRUE FALSE FALSE
"459" 4 4 3 3 4 2 4 2 19.1836651767574 3.68013009613935 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 1 1 1 3 2 1 3 1 FALSE TRUE FALSE FALSE
"460" 1 2 2 2 4 2 1 4 -0.816334823242585 0.00666402543638502 0 1 0 0 0 0 0 0 0 1 0 0 0 1 1 1 2 4 2 1 1 4 1 FALSE FALSE TRUE FALSE
"461" 2 4 2 1 4 2 2 3 12.1836651767574 1.48441697139331 0 1 0 0 0 0 0 0 1 1 0 0 0 0 0 1 1 4 4 4 2 3 1 TRUE FALSE FALSE FALSE
"462" 3 3 4 4 4 2 1 4 -26.8163348232426 7.19115813352253 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 3 3 2 2 2 2 FALSE FALSE TRUE FALSE
"463" 4 3 3 3 4 1 3 2 -25.8163348232426 6.66483143705768 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 2 3 3 2 2 2 1 FALSE FALSE TRUE FALSE
"464" 3 4 4 2 4 3 2 2 4.18366517675742 0.175030543112127 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 4 3 3 1 4 2 FALSE TRUE FALSE FALSE
"465" 3 3 3 2 4 3 3 2 -6.81633482324258 0.464624204225495 0 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0 2 4 2 3 3 3 3 FALSE FALSE TRUE FALSE
"466" 2 3 2 1 2 2 3 2 -7.81633482324258 0.610950900690347 0 1 0 0 0 0 0 1 0 0 1 0 0 1 0 1 1 4 3 4 4 2 1 TRUE FALSE FALSE FALSE
"467" 4 2 3 2 3 2 2 2 2.18366517675742 0.047683936041830 0 1 0 0 0 0 0 1 0 0 1 0 0 0 0 0 3 3 2 3 3 3 3 FALSE TRUE FALSE FALSE
"468" 2 2 2 2 4 1 3 2 17.1836651767574 2.95278348906905 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 4 4 2 1 4 4 3 FALSE TRUE FALSE FALSE
"469" 3 4 3 1 3 2 2 3 -26.8163348232426 7.19115813352253 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 3 3 3 3 4 4 4 FALSE FALSE TRUE FALSE
"470" 4 4 3 1 4 1 4 3 -25.8163348232426 6.66483143705768 0 1 0 0 0 0 1 0 0 1 0 0 0 0 0 0 1 2 4 2 3 3 1 FALSE FALSE TRUE FALSE
"471" 1 3 1 2 3 4 3 1 12.1836651767574 1.48441697139331 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 4 4 2 2 2 3 3 FALSE FALSE TRUE FALSE
"472" 3 4 4 3 4 3 3 3 -5.81633482324258 0.338297507760643 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 3 4 2 4 4 4 2 FALSE FALSE TRUE FALSE
"473" 4 4 4 3 4 4 4 3 -19.8163348232426 3.92687125826857 1 0 1 0 0 0 1 0 0 1 0 0 0 0 0 1 1 4 4 4 1 4 2 FALSE TRUE FALSE FALSE
"474" 1 3 1 1 3 1 1 1 -19.8163348232426 3.92687125826857 0 0 0 0 1 0 1 0 0 0 1 0 0 1 0 0 1 4 3 4 2 2 4 TRUE FALSE FALSE FALSE
"475" 2 2 2 1 1 2 3 2 19.1836651767574 3.68013009613935 0 1 0 0 0 0 1 0 0 0 1 0 0 0 0 0 2 4 1 4 2 1 2 TRUE FALSE FALSE FALSE
"476" 2 2 2 1 2 1 2 1 -7.81633482324258 0.610950900690347 0 1 0 0 0 0 1 0 0 0 1 0 0 1 0 1 1 3 1 4 3 3 2 TRUE FALSE FALSE FALSE
"477" 4 4 4 3 4 2 3 4 36.1836651767574 13.0925762562369 1 0 1 0 0 0 1 0 0 1 0 0 0 0 0 1 1 3 2 4 1 3 1 FALSE FALSE TRUE FALSE
"478" 2 2 2 1 3 2 2 3 -10.8163348232426 1.16993099008490 0 1 0 0 0 0 0 1 0 0 1 0 0 1 0 0 2 3 3 3 3 3 2 TRUE FALSE FALSE FALSE
"479" 3 4 3 2 4 1 4 2 -15.8163348232426 2.50156447240916 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 2 4 3 4 4 4 3 FALSE FALSE TRUE FALSE
"480" 2 3 3 1 4 1 4 1 32.1836651767574 10.3578830420963 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 4 3 1 1 4 1 3 FALSE TRUE FALSE FALSE
"481" 4 4 4 3 3 2 4 1 28.1836651767574 7.94318982795569 0 1 0 0 0 1 0 0 0 1 0 0 0 0 0 1 1 1 1 1 1 1 1 FALSE FALSE TRUE FALSE
"482" 2 2 2 2 4 2 3 2 10.1836651767574 1.03707036432302 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 1 2 4 3 4 4 4 3 FALSE TRUE FALSE FALSE
"483" 2 2 2 2 2 2 2 3 -8.81633482324258 0.777277597155199 0 0 0 0 0 0 0 1 0 0 1 0 0 1 0 1 2 3 2 3 3 3 2 TRUE FALSE FALSE FALSE
"484" 4 4 2 3 4 1 1 2 11.1836651767574 1.25074366785816 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 2 4 2 1 2 2 1 FALSE FALSE TRUE FALSE
"485" 4 3 4 3 4 3 3 3 -27.8163348232426 7.73748482998738 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 4 4 2 4 4 1 FALSE FALSE TRUE FALSE
"486" 2 2 2 1 3 2 3 3 13.1836651767574 1.73809027492846 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 3 3 3 1 1 1 FALSE FALSE TRUE FALSE
"487" 3 3 3 2 4 2 3 2 19.1836651767574 3.68013009613935 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 1 2 2 2 1 1 1 1 FALSE FALSE TRUE FALSE
"488" 3 3 3 2 4 2 2 3 21.1836651767574 4.48747670320965 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 2 4 3 3 2 4 3 TRUE FALSE FALSE FALSE
"489" 3 4 2 3 3 4 3 3 -8.81633482324258 0.777277597155199 1 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 2 4 2 4 1 2 3 FALSE FALSE TRUE FALSE
"490" 2 3 2 1 3 1 3 3 10.1836651767574 1.03707036432302 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 1 1 3 2 2 1 1 2 TRUE FALSE FALSE FALSE
"491" 4 3 3 2 4 1 4 3 -18.8163348232426 3.54054456180372 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 2 3 3 1 1 2 1 FALSE FALSE TRUE FALSE
"492" 4 4 4 3 4 2 4 3 -5.81633482324258 0.338297507760643 0 1 0 0 0 0 0 0 0 1 0 0 0 1 0 1 2 1 1 1 1 1 4 FALSE TRUE FALSE FALSE
"493" 4 4 2 1 4 2 4 2 37.1836651767574 13.8262495597720 0 1 0 0 0 1 0 0 0 0 0 0 1 0 0 1 3 3 3 1 1 4 1 FALSE FALSE TRUE FALSE
"494" 4 4 3 3 4 1 4 1 -10.8163348232426 1.16993099008490 0 1 0 0 0 1 0 0 0 1 0 0 0 0 0 0 1 4 1 1 1 1 3 FALSE FALSE TRUE FALSE
"495" 4 3 3 1 4 2 4 1 -1.81633482324258 0.0329907219012367 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 2 4 2 2 1 1 1 FALSE FALSE TRUE FALSE
"496" 1 4 1 4 4 1 4 1 15.1836651767574 2.30543688199876 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 1 1 4 1 1 1 TRUE FALSE FALSE FALSE
"497" 2 2 2 2 3 1 4 1 -4.81633482324258 0.231970811295792 1 0 1 0 0 0 1 0 0 1 0 0 0 1 0 0 1 4 2 3 2 4 3 FALSE TRUE FALSE FALSE
"498" 1 4 4 1 4 1 2 2 25.1836651767574 6.34216991735024 1 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 2 4 1 1 1 2 3 TRUE FALSE FALSE FALSE
"499" 3 3 3 2 3 3 3 2 3.18366517675742 0.101357239576978 0 1 0 0 0 0 0 0 0 0 0 0 1 1 0 1 1 4 2 1 1 1 1 FALSE FALSE TRUE FALSE
"500" 1 1 1 1 2 3 4 1 -11.8163348232426 1.39625768654975 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 2 1 3 2 1 2 FALSE FALSE FALSE TRUE
"501" 3 3 1 1 4 2 2 3 1.18366517675742 0.0140106325066816 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 3 1 1 1 1 1 TRUE FALSE FALSE FALSE
"502" 3 3 3 2 3 2 3 3 -12.8163348232426 1.64258438301461 0 0 0 0 0 0 0 1 0 0 1 0 0 1 0 0 2 3 2 2 3 3 2 TRUE FALSE FALSE FALSE
"503" 2 2 2 2 2 1 4 1 26.1836651767574 6.85584322088539 0 1 0 0 0 0 1 0 0 1 0 0 0 0 0 1 1 3 3 2 1 1 2 TRUE FALSE FALSE FALSE
"504" 2 3 3 2 2 2 3 3 -17.8163348232426 3.17421786533886 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 3 2 2 1 1 1 FALSE FALSE TRUE FALSE
"505" 2 2 2 2 3 2 2 2 -3.81633482324258 0.14564411483094 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 1 2 3 3 3 3 3 1 TRUE FALSE FALSE FALSE
"506" 4 4 4 3 4 1 4 1 -9.81633482324258 0.96360429362005 0 0 0 0 0 1 0 0 0 1 0 0 0 1 0 1 1 1 1 4 1 3 4 FALSE FALSE TRUE FALSE
"507" 2 2 3 2 3 2 4 2 20.1836651767574 4.0738033996745 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 2 2 2 1 1 2 3 FALSE TRUE FALSE FALSE
"508" 4 4 4 2 2 2 3 1 -2.81633482324258 0.0793174183660884 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 1 4 2 4 2 3 2 FALSE FALSE TRUE FALSE
"509" 3 3 2 2 4 2 2 3 5.18366517675742 0.268703846647275 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 2 3 1 3 3 2 2 TRUE FALSE FALSE FALSE
"510" 2 3 2 1 3 2 2 2 -3.81633482324258 0.14564411483094 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 4 2 1 3 3 4 2 TRUE FALSE FALSE FALSE
"511" 2 3 3 2 3 3 2 3 -20.8163348232426 4.33319795473342 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 2 3 3 3 2 2 3 FALSE FALSE TRUE FALSE
"512" 1 1 1 1 2 1 1 1 23.1836651767574 5.37482331027994 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 4 1 4 1 2 1 TRUE FALSE FALSE FALSE
"513" 4 4 4 4 4 1 4 4 -7.81633482324258 0.610950900690347 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 4 4 2 1 1 1 4 TRUE FALSE FALSE FALSE
"514" 1 1 1 2 3 2 3 3 3.18366517675742 0.101357239576978 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 2 2 4 3 2 3 TRUE FALSE FALSE FALSE
"515" 4 3 3 2 4 1 4 3 -21.8163348232426 4.75952465119827 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 1 1 4 2 3 1 4 2 FALSE TRUE FALSE FALSE
"516" 2 3 2 1 3 1 2 2 9.18366517675742 0.843397060787868 0 1 0 0 0 0 0 1 0 0 0 0 1 1 0 0 1 4 1 4 4 2 3 TRUE FALSE FALSE FALSE
"517" 2 3 2 1 3 2 2 1 0.183665176757415 0.000337328971533326 0 1 0 0 0 0 1 0 0 0 1 0 0 1 0 0 1 3 2 2 1 1 1 TRUE FALSE FALSE FALSE
"518" 3 3 3 2 3 4 4 2 9.18366517675742 0.843397060787868 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 4 3 1 1 1 1 3 FALSE TRUE FALSE FALSE
"519" 4 3 3 2 4 2 3 2 7.18366517675742 0.516050453717572 0 1 0 0 0 0 1 0 0 1 0 0 0 0 0 1 1 2 2 1 2 2 2 TRUE FALSE FALSE FALSE
"520" 4 4 1 1 4 2 1 4 -8.81633482324258 0.777277597155199 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 1 2 4 1 1 4 4 1 FALSE TRUE FALSE FALSE
"521" 3 3 3 3 3 2 1 2 0.183665176757415 0.000337328971533326 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 1 2 2 1 1 1 1 1 FALSE FALSE TRUE FALSE
"522" 1 1 4 1 4 1 4 4 0.183665176757415 0.000337328971533326 1 0 1 0 0 0 0 0 0 0 0 0 1 0 0 1 1 2 2 4 1 1 4 TRUE FALSE FALSE FALSE
"523" 1 3 3 1 4 2 3 2 -11.8163348232426 1.39625768654975 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 3 3 3 3 3 3 TRUE FALSE FALSE FALSE
"524" 4 4 4 2 4 3 3 3 -10.8163348232426 1.16993099008490 1 0 1 0 0 0 0 0 0 1 0 0 0 1 0 1 2 4 2 4 1 4 4 FALSE FALSE TRUE FALSE
"525" 4 4 4 4 4 2 4 1 6.18366517675742 0.382377150182423 1 0 0 0 0 1 0 0 0 1 0 0 0 0 0 1 1 2 2 3 2 2 3 FALSE TRUE FALSE FALSE
"526" 4 4 4 4 4 1 4 1 3.18366517675742 0.101357239576978 1 0 1 0 0 0 1 0 0 0 0 0 0 0 0 1 1 1 1 3 1 1 1 FALSE TRUE FALSE FALSE
"527" 2 2 2 1 2 2 2 3 -20.8163348232426 4.33319795473342 0 1 0 0 0 0 1 0 0 0 1 0 0 1 0 1 1 3 1 2 2 3 1 TRUE FALSE FALSE FALSE
"528" 4 3 3 3 4 2 2 2 36.1836651767574 13.0925762562369 0 1 0 0 0 1 0 0 0 0 1 0 0 0 0 0 1 3 3 1 1 3 1 TRUE FALSE FALSE FALSE
"529" 1 4 3 1 4 1 3 2 4.18366517675742 0.175030543112127 0 1 0 0 0 0 0 0 1 0 0 1 0 0 0 1 1 3 1 1 1 2 1 TRUE FALSE FALSE FALSE
"530" 4 4 4 4 4 4 2 4 -18.8163348232426 3.54054456180372 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 1 1 1 1 1 4 4 4 FALSE FALSE TRUE FALSE
"531" 2 3 3 1 3 2 3 1 10.1836651767574 1.03707036432302 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 1 1 4 3 2 1 3 1 FALSE TRUE FALSE FALSE
"532" 4 2 2 1 4 1 1 1 -24.8163348232426 6.15850474059283 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 4 3 4 4 4 4 FALSE FALSE TRUE FALSE
"533" 3 4 4 2 4 1 4 3 0 0 0 1 0 0 0 0 0 1 0 1 0 0 0 0 0 1 1 4 1 4 1 3 1 TRUE FALSE FALSE FALSE
"534" 1 3 2 3 3 3 2 3 3.18366517675742 0.101357239576978 0 0 0 0 0 0 0 0 1 0 0 1 0 1 0 0 2 4 2 3 4 3 3 TRUE FALSE FALSE FALSE
"535" 4 4 4 3 4 3 2 3 -23.8163348232426 5.67217804412797 1 0 1 0 0 0 0 1 0 0 0 0 0 0 0 1 3 4 4 4 2 3 2 FALSE TRUE FALSE FALSE
"536" 1 2 1 2 2 1 2 2 -3.81633482324258 0.14564411483094 0 1 0 0 0 0 0 1 0 0 1 0 0 1 0 1 1 3 3 3 2 1 1 TRUE FALSE FALSE FALSE
"537" 1 3 3 2 3 3 3 4 13.1836651767574 1.73809027492846 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 3 4 4 3 4 4 2 FALSE TRUE FALSE FALSE
"538" 4 4 4 3 4 2 3 1 13.1836651767574 1.73809027492846 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 1 1 4 2 1 1 1 1 FALSE TRUE FALSE FALSE
"539" 2 2 3 1 3 2 3 2 -5.81633482324258 0.338297507760643 0 1 0 0 0 0 1 0 0 0 1 0 0 1 0 0 4 3 3 3 3 3 2 FALSE TRUE FALSE FALSE
"540" 2 3 2 1 2 1 3 3 -11.8163348232426 1.39625768654975 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 2 3 2 3 4 3 4 FALSE FALSE TRUE FALSE
"541" 3 3 1 1 4 1 3 4 -24.8163348232426 6.15850474059283 0 1 0 0 0 0 0 1 0 0 1 0 0 0 0 1 1 4 2 4 2 3 1 TRUE FALSE FALSE FALSE
"542" 2 3 2 2 3 2 2 3 -16.8163348232426 2.82789116887401 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 4 3 2 3 4 3 FALSE FALSE TRUE FALSE
"543" 3 3 3 1 2 2 4 2 14.1836651767574 2.01176357846361 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 1 3 1 2 3 4 1 1 TRUE FALSE FALSE FALSE
"544" 2 2 4 1 4 1 2 2 -14.8163348232426 2.19523777594431 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 1 1 4 1 1 3 1 3 FALSE FALSE TRUE FALSE
"545" 3 3 2 2 3 1 4 4 -3.81633482324258 0.14564411483094 0 1 0 0 0 0 0 1 0 0 0 1 0 1 0 0 1 4 1 1 3 3 2 TRUE FALSE FALSE FALSE
"546" 4 4 4 4 4 2 2 2 14.1836651767574 2.01176357846361 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 1 2 1 1 1 2 2 4 TRUE FALSE FALSE FALSE
"547" 4 3 4 3 4 1 2 4 -1.81633482324258 0.0329907219012367 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 2 4 1 1 1 3 1 FALSE TRUE FALSE FALSE
"548" 1 4 1 1 4 1 1 1 1.18366517675742 0.0140106325066816 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 1 1 1 1 1 1 1 TRUE FALSE FALSE FALSE
"549" 4 4 4 1 4 1 4 3 14.1836651767574 2.01176357846361 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 2 4 1 3 4 2 2 FALSE TRUE FALSE FALSE
"550" 1 1 1 1 3 1 2 1 7.18366517675742 0.516050453717572 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 4 1 1 1 4 1 FALSE TRUE FALSE FALSE
"551" 1 1 1 1 1 1 1 1 -14.8163348232426 2.19523777594431 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 1 4 1 4 3 3 3 TRUE FALSE FALSE FALSE
"552" 1 2 2 1 3 2 3 3 -15.8163348232426 2.50156447240916 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 2 4 3 4 3 4 3 TRUE FALSE FALSE FALSE
"553" 4 4 4 2 4 1 4 1 3.18366517675742 0.101357239576978 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 1 1 3 1 2 1 1 FALSE TRUE FALSE FALSE
"554" 3 1 1 1 1 2 2 1 19.1836651767574 3.68013009613935 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 4 4 2 1 2 4 1 FALSE FALSE TRUE FALSE
