"govguareatsleep" "govtakecarewhocant" "govhelpneedy" "improveblackpos" "equalOPP" "poortoodep" "richgetricher" "govwasteful" "age" "agesq.01" "black" "bornagain" "blackbornagain" "rel.catholic" "rel.nonchr" "ed.cat1" "ed.cat3" "ed.cat4" "ed.cat5" "income.1" "income.3" "income.4" "income.dk" "parent" "hispanic" "female" "unborn" "womentradrole" "peacethrustrength" "searchterrorists" "bandangerousbooks" "firegayteachers" "xratedOK" "bush" "gore" "novote" "other"
"2098" 1 2 1 3 4 1 1 4 -22.8163348232426 5.20585134766312 0 0 0 0 1 0 0 1 0 0 0 0 1 1 1 0 1 1 1 4 1 1 4 TRUE FALSE FALSE FALSE
"2099" 4 4 4 3 3 3 3 2 4.18366517675742 0.175030543112127 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 3 3 3 3 3 3 3 FALSE FALSE FALSE TRUE
"2100" 4 4 4 1 4 3 4 3 8.18366517675742 0.66972375725272 0 0 0 0 1 0 0 1 0 0 1 0 0 0 0 1 1 3 1 4 1 3 4 TRUE FALSE FALSE FALSE
"2101" 4 4 4 1 3 3 3 3 -26.8163348232426 7.19115813352253 0 0 0 0 1 0 1 0 0 0 1 0 0 0 0 1 2 3 4 1 1 1 1 FALSE FALSE TRUE FALSE
"2102" 3 3 3 3 4 3 3 3 0.183665176757415 0.000337328971533326 0 0 0 0 1 0 0 1 0 0 1 0 0 1 0 0 2 3 1 3 3 3 3 FALSE TRUE FALSE FALSE
"2103" 3 4 3 2 3 2 2 2 20.1836651767574 4.0738033996745 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 3 4 4 3 4 3 2 TRUE FALSE FALSE FALSE
"2104" 3 3 3 4 3 2 3 1 3.18366517675742 0.101357239576978 0 0 0 0 1 0 0 1 0 0 1 0 0 1 0 1 3 4 4 4 4 4 4 FALSE TRUE FALSE FALSE
"2105" 4 3 3 3 3 4 3 2 0.183665176757415 0.000337328971533326 0 0 0 0 1 0 0 0 1 0 0 1 0 0 0 0 3 4 2 4 4 4 3 FALSE TRUE FALSE FALSE
"2106" 4 3 4 3 3 2 1 2 -26.8163348232426 7.19115813352253 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0 1 2 1 1 2 1 3 FALSE TRUE FALSE FALSE
"2107" 3 2 2 1 4 1 3 3 -5.81633482324258 0.338297507760643 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 3 4 3 1 2 3 3 FALSE TRUE FALSE FALSE
"2108" 3 3 3 1 4 1 4 3 12.1836651767574 1.48441697139331 0 0 0 0 1 0 0 0 1 0 1 0 0 0 0 1 4 4 3 4 4 4 3 FALSE TRUE FALSE FALSE
"2109" 4 3 4 3 4 3 1 4 9.18366517675742 0.843397060787868 0 0 0 0 1 0 1 0 0 0 0 1 0 0 0 1 2 4 4 1 1 4 3 FALSE TRUE FALSE FALSE
"2110" 4 3 3 2 4 2 3 1 -20.8163348232426 4.33319795473342 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 4 4 4 4 4 4 4 FALSE TRUE FALSE FALSE
"2111" 3 3 2 4 3 3 3 2 -18.8163348232426 3.54054456180372 0 0 0 0 1 0 0 1 0 0 0 0 0 0 1 1 2 4 2 4 4 3 3 FALSE FALSE FALSE TRUE
"2112" 3 4 1 1 4 4 3 3 -25.8163348232426 6.66483143705768 0 0 0 0 1 1 0 0 0 0 1 0 0 0 0 0 2 3 2 1 2 4 3 FALSE FALSE TRUE FALSE
"2113" 4 4 4 3 4 2 1 4 -0.816334823242585 0.00666402543638502 0 0 0 0 1 0 0 0 1 0 0 1 0 1 0 0 4 4 2 2 1 3 1 FALSE TRUE FALSE FALSE
"2114" 3 3 2 1 4 3 4 3 -17.8163348232426 3.17421786533886 0 0 0 0 1 0 0 0 1 0 1 0 0 0 0 0 4 4 3 4 4 4 3 FALSE FALSE FALSE TRUE
"2115" 3 3 2 2 4 2 4 2 -4.81633482324258 0.231970811295792 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 1 4 3 2 3 4 4 3 FALSE TRUE FALSE FALSE
"2116" 3 2 2 1 3 2 3 2 3.18366517675742 0.101357239576978 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 4 4 3 4 4 4 3 FALSE TRUE FALSE FALSE
"2117" 3 4 4 3 3 3 2 2 1.18366517675742 0.0140106325066816 0 0 0 0 1 0 0 1 0 0 0 1 0 0 0 1 4 4 3 3 4 4 2 FALSE TRUE FALSE FALSE
"2118" 3 3 3 2 3 1 3 3 -5.81633482324258 0.338297507760643 0 0 0 0 1 0 1 0 0 0 0 0 1 1 0 1 2 3 3 2 2 3 3 FALSE FALSE TRUE FALSE
"2119" 3 3 3 2 3 2 2 3 -15.8163348232426 2.50156447240916 0 0 0 0 1 0 0 1 0 0 0 1 0 0 0 1 2 4 3 3 4 4 3 FALSE FALSE TRUE FALSE
"2120" 2 2 2 1 3 1 3 1 26.1836651767574 6.85584322088539 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 2 2 1 4 3 2 2 TRUE FALSE FALSE FALSE
"2121" 2 2 1 3 3 2 3 1 31.1836651767574 9.72420973856113 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 2 2 2 2 2 2 3 FALSE TRUE FALSE FALSE
"2122" 3 4 3 4 3 2 2 2 -27.8163348232426 7.73748482998738 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 3 2 3 2 2 3 2 FALSE FALSE TRUE FALSE
"2123" 4 3 3 2 4 1 3 2 -8.81633482324258 0.777277597155199 0 1 0 0 0 0 0 0 0 0 1 0 0 1 0 0 2 4 3 1 1 1 2 FALSE FALSE TRUE FALSE
"2124" 2 2 2 1 2 1 1 2 2.18366517675742 0.047683936041830 0 1 0 0 0 0 0 1 0 0 0 1 0 1 0 0 1 4 1 4 1 1 1 TRUE FALSE FALSE FALSE
"2125" 2 3 2 3 3 2 4 2 8.18366517675742 0.66972375725272 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 3 3 2 2 2 2 2 FALSE FALSE TRUE FALSE
"2126" 2 2 2 2 3 1 2 2 -3.81633482324258 0.14564411483094 0 1 0 0 0 0 1 0 0 1 0 0 0 1 0 0 1 3 1 2 3 3 3 TRUE FALSE FALSE FALSE
"2127" 3 3 3 3 3 3 3 2 -12.8163348232426 1.64258438301461 0 1 0 0 0 0 0 0 0 1 0 0 0 1 0 1 2 1 2 1 3 1 3 FALSE FALSE TRUE FALSE
"2128" 4 3 4 2 4 2 3 3 -23.8163348232426 5.67217804412797 0 1 0 0 0 0 1 0 0 1 0 0 0 1 0 0 1 3 3 4 3 4 2 FALSE FALSE TRUE FALSE
"2129" 1 2 2 2 3 2 2 3 -13.8163348232426 1.90891107947946 0 1 0 0 0 0 0 1 0 0 0 1 0 1 1 0 2 4 2 4 3 4 3 TRUE FALSE FALSE FALSE
"2130" 3 2 3 1 3 2 4 2 17.1836651767574 2.95278348906905 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 1 1 1 2 3 2 2 3 FALSE TRUE FALSE FALSE
"2131" 2 3 2 1 4 1 2 1 -9.81633482324258 0.96360429362005 0 1 0 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 1 3 4 4 1 TRUE FALSE FALSE FALSE
"2132" 3 3 2 3 4 3 3 2 -3.81633482324258 0.14564411483094 0 1 0 0 0 0 1 0 0 1 0 0 0 1 0 1 3 4 2 4 4 4 3 FALSE TRUE FALSE FALSE
"2133" 4 3 3 3 4 2 2 3 -1.81633482324258 0.0329907219012367 0 1 0 0 0 0 1 0 0 0 1 0 0 1 0 0 3 4 3 2 3 4 1 FALSE FALSE TRUE FALSE
"2134" 3 4 2 1 4 2 3 3 4.18366517675742 0.175030543112127 0 1 0 0 0 0 1 0 0 0 0 0 1 1 0 0 1 2 2 4 4 3 2 TRUE FALSE FALSE FALSE
"2135" 2 1 1 2 3 2 2 2 -3.81633482324258 0.14564411483094 0 1 0 0 0 0 0 0 1 0 0 0 1 1 0 0 1 2 2 3 3 2 1 TRUE FALSE FALSE FALSE
"2136" 3 3 3 2 3 2 3 3 2.18366517675742 0.047683936041830 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 2 4 3 4 4 4 2 TRUE FALSE FALSE FALSE
"2137" 1 3 2 1 3 2 2 2 29.1836651767574 8.51686313149083 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 3 2 2 1 2 1 TRUE FALSE FALSE FALSE
"2138" 2 1 2 2 4 1 3 3 9.18366517675742 0.843397060787868 0 1 0 0 0 0 1 0 0 0 0 1 0 1 0 1 1 3 2 2 1 1 1 TRUE FALSE FALSE FALSE
"2139" 2 2 2 1 3 2 2 3 -16.8163348232426 2.82789116887401 0 1 0 0 0 0 1 0 0 0 0 0 0 1 0 1 1 2 2 3 2 3 1 TRUE FALSE FALSE FALSE
"2140" 4 4 2 1 4 1 3 2 -3.81633482324258 0.14564411483094 0 1 0 0 0 0 0 0 0 1 0 0 0 1 0 1 3 2 3 3 2 1 4 FALSE FALSE TRUE FALSE
"2141" 2 2 1 1 2 1 2 1 26.1836651767574 6.85584322088539 0 1 0 0 0 0 0 1 0 0 1 0 0 0 0 0 1 2 1 2 1 1 1 TRUE FALSE FALSE FALSE
"2142" 1 2 2 1 1 2 2 2 27.1836651767574 7.38951652442054 0 1 0 0 0 0 1 0 0 1 0 0 0 0 0 0 1 2 3 3 2 1 1 TRUE FALSE FALSE FALSE
"2143" 3 3 3 2 3 3 3 2 4.18366517675742 0.175030543112127 0 1 0 0 0 0 1 0 0 0 0 1 0 1 0 1 1 3 2 1 3 3 1 TRUE FALSE FALSE FALSE
"2144" 3 3 3 1 4 2 4 1 -9.81633482324258 0.96360429362005 0 1 0 0 0 0 0 0 0 0 1 0 0 1 0 0 2 4 1 1 1 1 2 TRUE FALSE FALSE FALSE
"2145" 1 1 1 1 4 1 4 4 -3.81633482324258 0.14564411483094 1 0 1 0 0 1 0 0 0 1 0 0 0 0 0 0 3 4 1 4 3 4 1 FALSE TRUE FALSE FALSE
"2146" 2 3 2 1 3 2 4 2 -16.8163348232426 2.82789116887401 0 1 0 0 0 0 0 0 1 0 0 1 0 1 0 0 1 3 2 3 2 4 1 TRUE FALSE FALSE FALSE
"2147" 4 4 3 2 4 2 3 4 -15.8163348232426 2.50156447240916 0 1 0 0 0 0 0 0 0 0 1 0 0 1 1 1 1 4 1 1 2 1 2 FALSE FALSE TRUE FALSE
"2148" 1 2 1 1 3 1 3 3 7.18366517675742 0.516050453717572 0 1 0 0 0 0 1 0 0 0 0 0 1 0 0 1 1 4 1 4 2 1 1 TRUE FALSE FALSE FALSE
"2149" 2 2 1 2 4 2 2 3 -12.8163348232426 1.64258438301461 0 1 0 0 0 0 1 0 0 0 1 0 0 0 0 1 2 4 1 4 4 4 1 TRUE FALSE FALSE FALSE
"2150" 3 4 2 1 2 3 4 3 14.1836651767574 2.01176357846361 0 1 0 0 0 0 1 0 0 1 0 0 0 0 0 0 2 3 1 3 3 2 1 FALSE FALSE TRUE FALSE
"2151" 3 3 3 2 2 2 3 2 16.1836651767574 2.61911018553391 0 1 0 0 0 1 0 0 0 1 0 0 0 0 0 0 2 3 2 1 1 1 4 FALSE FALSE TRUE FALSE
"2152" 3 4 4 1 4 1 3 2 -21.8163348232426 4.75952465119827 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 4 3 3 4 4 2 FALSE FALSE TRUE FALSE
"2153" 3 1 2 3 4 1 1 2 1.18366517675742 0.0140106325066816 0 1 0 0 0 1 0 0 0 0 0 1 0 0 0 1 1 1 2 1 1 1 1 TRUE FALSE FALSE FALSE
"2154" 2 1 1 1 3 1 3 3 9.18366517675742 0.843397060787868 0 1 0 0 0 0 1 0 0 0 1 0 0 0 0 1 1 1 2 1 1 1 1 FALSE FALSE TRUE FALSE
"2155" 2 3 2 2 3 3 2 4 35.1836651767574 12.3789029527017 0 1 0 0 0 0 1 0 0 1 0 0 0 0 0 1 1 3 2 3 3 3 1 TRUE FALSE FALSE FALSE
"2156" 2 3 2 1 4 2 3 2 -22.8163348232426 5.20585134766312 0 1 0 0 0 0 1 0 0 0 0 1 0 0 1 0 1 3 3 4 4 4 2 TRUE FALSE FALSE FALSE
"2157" 2 2 2 2 3 2 3 3 4.18366517675742 0.175030543112127 0 1 0 0 0 0 0 1 0 0 1 0 0 1 0 1 1 2 2 1 4 1 1 TRUE FALSE FALSE FALSE
"2158" 1 1 1 1 1 3 1 3 -0.816334823242585 0.00666402543638502 0 1 0 0 0 0 0 0 1 0 0 0 1 1 0 1 1 3 4 4 3 3 1 TRUE FALSE FALSE FALSE
"2159" 4 2 4 4 4 3 4 1 17.1836651767574 2.95278348906905 0 1 0 0 0 0 0 0 1 1 0 0 0 0 0 0 2 4 1 4 4 4 1 FALSE FALSE TRUE FALSE
"2160" 3 1 1 1 4 2 4 4 -17.8163348232426 3.17421786533886 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 1 2 1 2 1 3 4 1 TRUE FALSE FALSE FALSE
"2161" 2 2 2 2 2 2 2 1 -5.81633482324258 0.338297507760643 0 1 0 0 0 0 0 1 0 0 1 0 0 1 0 1 1 2 1 4 1 2 1 FALSE FALSE TRUE FALSE
"2162" 1 2 1 2 4 2 4 3 -14.8163348232426 2.19523777594431 0 1 0 0 0 0 0 0 0 0 1 0 0 1 1 1 1 3 3 3 3 4 2 TRUE FALSE FALSE FALSE
"2163" 2 2 2 2 4 3 2 3 -1.81633482324258 0.0329907219012367 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 2 4 3 3 2 4 2 FALSE FALSE TRUE FALSE
"2164" 3 2 3 1 4 1 3 1 -3.81633482324258 0.14564411483094 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 1 1 4 4 2 2 4 3 FALSE FALSE TRUE FALSE
"2165" 2 2 2 3 3 1 3 1 27.1836651767574 7.38951652442054 0 1 0 0 0 0 0 0 0 1 0 0 0 1 0 1 1 2 3 2 1 1 1 TRUE FALSE FALSE FALSE
"2166" 3 3 4 4 4 1 4 3 7.18366517675742 0.516050453717572 0 1 0 0 0 1 0 0 0 1 0 0 0 0 0 0 1 2 1 4 3 2 2 FALSE FALSE TRUE FALSE
"2167" 1 2 2 1 4 2 1 2 8.18366517675742 0.66972375725272 0 1 0 0 0 0 0 0 1 0 0 1 0 0 0 0 4 4 2 4 4 4 4 TRUE FALSE FALSE FALSE
"2168" 4 4 2 2 4 1 3 2 -7.81633482324258 0.610950900690347 0 1 0 0 0 0 0 0 0 0 0 1 0 1 0 1 2 4 2 1 2 3 2 FALSE FALSE FALSE TRUE
"2169" 2 3 2 2 3 2 2 3 -3.81633482324258 0.14564411483094 0 0 0 1 0 0 0 0 1 0 1 0 0 1 0 1 2 3 3 4 1 3 2 FALSE TRUE FALSE FALSE
"2170" 3 3 3 2 4 3 2 4 -10.8163348232426 1.16993099008490 0 0 0 1 0 0 0 1 0 0 0 1 0 1 0 1 2 1 2 1 2 1 2 TRUE FALSE FALSE FALSE
"2171" 1 2 1 3 2 1 3 1 13.1836651767574 1.73809027492846 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 3 3 2 3 1 2 2 FALSE FALSE TRUE FALSE
"2172" 2 2 2 2 3 2 4 2 11.1836651767574 1.25074366785816 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 1 2 4 4 3 1 4 3 FALSE FALSE TRUE FALSE
"2173" 3 4 3 3 3 3 3 3 -23.8163348232426 5.67217804412797 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 1 4 2 4 4 3 2 TRUE FALSE FALSE FALSE
"2174" 4 3 3 1 4 1 4 2 -3.81633482324258 0.14564411483094 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 1 4 2 4 1 2 3 TRUE FALSE FALSE FALSE
"2175" 4 2 3 1 3 2 3 2 2.18366517675742 0.047683936041830 0 0 0 1 0 0 0 0 0 0 1 0 0 1 0 0 2 3 2 1 2 3 3 FALSE FALSE TRUE FALSE
"2176" 4 4 4 1 1 4 4 4 1.18366517675742 0.0140106325066816 0 0 0 1 0 0 1 0 0 0 0 1 0 1 0 1 1 4 2 4 1 1 4 FALSE FALSE TRUE FALSE
"2177" 3 3 2 2 3 3 2 3 6.18366517675742 0.382377150182423 0 0 0 1 0 0 1 0 0 1 0 0 0 0 0 0 1 3 2 3 2 3 2 FALSE FALSE TRUE FALSE
"2178" 3 3 3 3 3 3 3 3 -0.816334823242585 0.00666402543638502 0 0 0 1 0 0 0 1 0 0 1 0 0 0 0 1 3 4 3 3 4 4 3 FALSE TRUE FALSE FALSE
"2179" 4 4 3 1 4 2 3 1 -14.8163348232426 2.19523777594431 0 0 0 1 0 0 0 0 0 0 1 0 0 1 0 0 2 3 2 3 1 1 3 TRUE FALSE FALSE FALSE
"2180" 1 1 1 1 2 1 2 2 0 0 0 0 0 1 0 0 1 0 0 0 1 0 0 0 0 1 3 4 2 4 4 4 2 FALSE FALSE TRUE FALSE
"2181" 3 2 2 1 4 1 3 3 -7.81633482324258 0.610950900690347 0 0 0 1 0 0 1 0 0 0 1 0 0 0 0 1 3 4 2 2 4 4 4 FALSE FALSE TRUE FALSE
"2182" 1 1 2 1 4 2 2 2 -7.81633482324258 0.610950900690347 0 0 0 1 0 0 0 1 0 0 0 0 0 1 0 1 1 1 2 4 4 2 1 TRUE FALSE FALSE FALSE
"2183" 4 3 3 3 3 4 2 2 -27.8163348232426 7.73748482998738 1 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 2 4 2 4 3 3 4 FALSE FALSE TRUE FALSE
"2184" 3 3 2 3 3 3 2 3 -25.8163348232426 6.66483143705768 0 0 0 0 1 0 1 0 0 0 0 0 1 0 0 1 2 4 3 3 4 4 1 FALSE FALSE TRUE FALSE
"2185" 3 3 2 2 4 2 4 2 -6.81633482324258 0.464624204225495 0 0 0 0 1 0 0 0 1 0 0 1 0 1 0 0 2 2 3 4 2 2 2 FALSE FALSE TRUE FALSE
"2186" 4 3 2 2 4 2 2 1 -7.81633482324258 0.610950900690347 0 0 0 0 1 0 0 0 1 0 1 0 0 0 0 0 3 4 4 3 4 4 2 FALSE FALSE FALSE TRUE
"2187" 4 4 4 2 4 4 4 4 6.18366517675742 0.382377150182423 0 0 0 0 1 0 0 0 1 1 0 0 0 1 0 1 1 1 4 1 4 4 1 FALSE TRUE FALSE FALSE
"2188" 4 3 3 2 4 2 2 3 15.1836651767574 2.30543688199876 1 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 3 1 2 4 1 3 4 FALSE TRUE FALSE FALSE
"2189" 4 4 1 4 3 2 4 2 0 0 0 0 0 0 1 0 1 0 0 1 0 0 0 0 0 1 2 2 2 1 1 1 1 TRUE FALSE FALSE FALSE
"2190" 2 2 2 2 3 2 2 2 -9.81633482324258 0.96360429362005 1 0 0 0 1 0 0 0 0 0 0 0 0 1 0 1 1 4 3 2 2 2 3 TRUE FALSE FALSE FALSE
"2191" 3 3 2 2 3 3 3 2 -16.8163348232426 2.82789116887401 0 0 0 0 1 0 1 0 0 0 1 0 0 1 0 0 3 3 3 4 2 3 3 FALSE TRUE FALSE FALSE
"2192" 4 4 3 2 4 3 4 4 4.18366517675742 0.175030543112127 1 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 1 4 3 3 3 3 4 FALSE TRUE FALSE FALSE
"2193" 3 2 2 3 3 3 4 1 -12.8163348232426 1.64258438301461 0 0 0 0 1 0 0 1 0 1 0 0 0 0 0 1 3 4 4 4 4 4 2 FALSE FALSE TRUE FALSE
"2194" 2 4 3 2 4 2 3 2 -5.81633482324258 0.338297507760643 0 0 0 0 1 0 1 0 0 1 0 0 0 0 0 1 2 3 2 4 3 3 2 FALSE TRUE FALSE FALSE
"2195" 2 2 2 1 4 2 3 3 5.18366517675742 0.268703846647275 0 0 0 0 1 0 1 0 0 0 0 0 0 1 0 0 2 1 4 3 3 1 4 TRUE FALSE FALSE FALSE
"2196" 2 1 2 2 4 2 2 1 8.18366517675742 0.66972375725272 0 0 0 0 1 0 1 0 0 0 1 0 0 0 0 1 3 3 3 3 4 4 2 TRUE FALSE FALSE FALSE
"2197" 3 3 3 2 4 2 3 2 3.18366517675742 0.101357239576978 0 0 0 0 1 0 0 0 1 0 0 1 0 1 0 1 2 4 2 3 4 4 1 FALSE FALSE TRUE FALSE
"2198" 2 2 2 1 3 2 3 1 7.18366517675742 0.516050453717572 0 0 0 0 1 0 1 0 0 0 1 0 0 0 0 0 3 3 3 3 3 3 3 TRUE FALSE FALSE FALSE
"2199" 4 3 2 2 4 3 2 2 -10.8163348232426 1.16993099008490 0 0 0 0 1 0 0 0 1 0 1 0 0 1 0 0 4 3 3 1 1 1 1 FALSE FALSE TRUE FALSE
"2200" 2 2 2 1 3 1 3 3 -16.8163348232426 2.82789116887401 0 0 0 0 1 0 0 1 0 0 0 0 0 1 0 1 2 4 2 4 4 4 3 FALSE FALSE FALSE TRUE
"2201" 3 2 2 3 3 3 3 3 -13.8163348232426 1.90891107947946 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 3 4 3 3 4 4 2 FALSE FALSE FALSE TRUE
"2202" 3 3 3 2 4 3 4 3 7.18366517675742 0.516050453717572 0 0 0 0 1 0 1 0 0 1 0 0 0 0 0 0 3 3 1 3 3 2 2 FALSE TRUE FALSE FALSE
"2203" 3 2 2 2 3 2 3 2 0 0 0 0 0 0 1 0 1 0 0 0 0 0 1 1 0 1 3 2 2 1 2 3 1 TRUE FALSE FALSE FALSE
"2204" 4 3 1 2 4 3 2 3 -19.8163348232426 3.92687125826857 0 0 0 0 1 0 0 1 0 0 1 0 0 0 0 1 2 4 2 2 1 3 2 FALSE FALSE TRUE FALSE
"2205" 4 2 4 4 4 4 3 3 11.1836651767574 1.25074366785816 0 0 0 0 1 0 0 0 1 0 0 1 0 0 0 0 4 4 3 4 4 4 4 FALSE TRUE FALSE FALSE
"2206" 1 2 2 3 4 3 3 3 22.1836651767574 4.9211500067448 0 0 0 0 1 0 0 0 1 1 0 0 0 0 0 1 1 4 4 1 1 1 1 FALSE FALSE TRUE FALSE
"2207" 3 2 2 2 4 1 4 3 -8.81633482324258 0.777277597155199 0 0 0 0 1 0 0 0 1 0 1 0 0 1 0 1 2 3 4 3 3 4 3 FALSE TRUE FALSE FALSE
"2208" 3 3 2 1 2 2 2 3 -26.8163348232426 7.19115813352253 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 3 4 1 3 4 4 3 FALSE FALSE TRUE FALSE
"2209" 3 3 3 2 4 2 3 1 15.1836651767574 2.30543688199876 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 3 4 3 1 3 3 2 FALSE TRUE FALSE FALSE
"2210" 4 4 3 3 4 3 3 4 -26.8163348232426 7.19115813352253 0 0 0 0 1 0 1 0 0 1 0 0 0 0 0 0 4 4 4 4 4 4 3 FALSE FALSE TRUE FALSE
"2211" 4 4 4 4 4 4 3 3 -1.81633482324258 0.0329907219012367 1 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 3 4 4 4 2 4 2 FALSE TRUE FALSE FALSE
"2212" 2 2 2 2 3 2 2 3 -21.8163348232426 4.75952465119827 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 2 3 3 2 4 4 3 FALSE FALSE FALSE TRUE
"2213" 2 2 2 1 3 2 2 1 -13.8163348232426 1.90891107947946 0 0 0 0 1 0 1 0 0 0 1 0 0 1 0 0 3 4 1 4 4 3 3 TRUE FALSE FALSE FALSE
"2214" 4 4 4 4 3 1 3 1 22.1836651767574 4.9211500067448 0 0 0 0 1 0 0 0 1 1 0 0 0 0 0 0 2 2 3 2 2 3 4 FALSE TRUE FALSE FALSE
"2215" 4 3 3 4 4 4 1 2 1.18366517675742 0.0140106325066816 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 1 4 4 4 1 1 1 FALSE FALSE TRUE FALSE
"2216" 3 3 2 2 4 4 2 2 -18.8163348232426 3.54054456180372 0 0 0 0 1 0 0 0 1 1 0 0 0 0 0 0 2 4 3 2 2 1 3 FALSE FALSE TRUE FALSE
"2217" 1 1 1 1 1 2 1 1 -15.8163348232426 2.50156447240916 0 0 0 0 1 0 0 0 1 0 1 0 0 0 0 0 4 4 4 4 4 4 1 TRUE FALSE FALSE FALSE
"2218" 2 2 2 2 3 3 2 2 35.1836651767574 12.3789029527017 0 0 0 0 1 0 0 0 1 0 1 0 0 0 0 0 4 4 3 4 4 4 2 TRUE FALSE FALSE FALSE
"2219" 2 2 1 2 3 4 3 2 6.18366517675742 0.382377150182423 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 2 3 2 4 2 2 2 FALSE FALSE TRUE FALSE
"2220" 1 3 3 2 4 3 2 2 -17.8163348232426 3.17421786533886 0 0 0 0 1 0 1 0 0 1 0 0 0 1 0 1 3 4 3 1 1 3 4 FALSE FALSE TRUE FALSE
"2221" 2 3 2 2 3 2 2 3 -19.8163348232426 3.92687125826857 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 3 3 2 3 3 3 3 FALSE FALSE TRUE FALSE
"2222" 4 4 4 3 3 4 3 3 0 0 0 0 0 0 1 0 0 0 1 0 0 0 1 0 0 1 4 4 2 4 4 4 1 FALSE TRUE FALSE FALSE
"2223" 2 2 3 2 3 2 4 3 8.18366517675742 0.66972375725272 1 0 0 0 1 0 0 0 0 1 0 0 0 0 0 1 1 1 4 4 1 1 3 FALSE TRUE FALSE FALSE
"2224" 4 4 4 2 3 3 4 1 0.183665176757415 0.000337328971533326 0 0 0 0 1 0 0 1 0 0 1 0 0 0 0 1 3 4 3 1 4 3 3 FALSE TRUE FALSE FALSE
"2225" 3 3 3 2 3 2 2 3 -9.81633482324258 0.96360429362005 1 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 2 4 3 4 3 3 3 FALSE FALSE TRUE FALSE
"2226" 4 3 3 2 4 3 3 2 -4.81633482324258 0.231970811295792 0 0 0 0 1 0 1 0 0 0 1 0 0 1 0 1 4 4 3 4 4 4 2 FALSE TRUE FALSE FALSE
"2227" 2 2 3 3 3 2 4 3 -24.8163348232426 6.15850474059283 0 0 0 0 1 0 1 0 0 0 0 0 1 1 0 1 2 4 3 3 3 4 2 FALSE FALSE TRUE FALSE
"2228" 3 1 1 2 3 1 3 2 -21.8163348232426 4.75952465119827 0 0 0 0 1 0 1 0 0 0 1 0 0 0 0 0 4 4 2 4 4 2 2 FALSE FALSE TRUE FALSE
"2229" 3 4 3 2 3 4 3 4 11.1836651767574 1.25074366785816 0 0 0 0 1 0 0 0 1 1 0 0 0 0 0 0 2 4 1 4 4 3 3 FALSE TRUE FALSE FALSE
"2230" 2 2 2 3 4 1 3 2 -17.8163348232426 3.17421786533886 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 1 1 4 1 1 1 4 4 FALSE FALSE TRUE FALSE
"2231" 2 3 3 4 4 1 2 4 -27.8163348232426 7.73748482998738 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 1 1 4 1 1 4 4 FALSE TRUE FALSE FALSE
"2232" 4 4 4 3 4 2 1 3 21.1836651767574 4.48747670320965 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 1 2 1 2 1 1 1 2 FALSE FALSE TRUE FALSE
"2233" 3 3 3 1 3 2 3 1 11.1836651767574 1.25074366785816 0 0 0 0 1 0 1 0 0 0 0 1 0 0 0 0 4 4 3 2 3 3 3 FALSE FALSE TRUE FALSE
"2234" 2 3 3 3 4 3 3 2 -1.81633482324258 0.0329907219012367 0 0 0 0 1 0 0 0 1 0 0 0 0 1 0 1 4 4 4 4 4 4 2 FALSE FALSE FALSE TRUE
